utterance_id	speaker_id	target_id	reply_to_id	utterance
212	P00107	P00002		Sr. Deputado Silva Marques, é do conhecimento de V. Ex.ª que há uma disposição constitucional que obriga certas matérias a serem votadas em Plenário. É sabido também que o Governo tem frustrado a aplicação dessa norma através de autorizações legislativas e aprovado em Conselho de Ministros aquilo que devia ser aprovado em Plenário. O que lhe pergunto é se com esta proposta também quer excluir da votação em Plenário as autorizações legislativas sobre esse tipo de matérias.
213	P00001	P00002		Para responder, tem a palavra o Sr. Deputado Silva Marques.
214	P00061	P00002		Não, Sr. Deputado. Não temos qualquer intenção de violar a Constituição porque para nós ela é sagrada. Não é necessário. A Constituição prevalece sempre sobre quaisquer eventuais atropelos do Regimento. Mas não é o caso.
215	P00107	P00002		Posso interrompê-lo, Sr. Deputado?
216	P00061	P00002		Faça favor, Sr. Deputado.
217	P00107	P00002		Sr. Deputado Silva Marques, a Constituição não prevaleceu, pelo menos na sua prática, sobre a suas decisões. Por esse motivo, gostaria que escrevesse isso que acabou de dizer na proposta que apresentou.
218	P00061	P00002		Sr. Deputado, os senhores têm que ser mais incisivos. Gostam muito de debater as questões. Os senhores têm dado um contributo valioso, mas peco-vos para apresentarem uma sugestão concreta. Se ela for boa, aceitamo-la imediatamente; senão, mantemos aquilo que conseguimos propor.
219	P00001	P00002		Para uma intervenção, tem a palavra o Sr. Deputado Luís Saias.
220	P00106	P00002		Sr. Presidente, Srs. Deputados: Pensamos que a alteração proposta tem mérito. Repare V. Ex.ª, Sr. Deputado, que não se exclui que a votação na especialidade possa ser feita no Plenário. O que se diz é que pode ter lugar na Comissão. Temos verificado, na realidade, que há leis de autorização legislativa que são relativamente complexas e em que a discussão do seu articulado melhor e mais ponderadamente se fará na Comissão. Por outro lado, como sabe, pretende-se aliviar um pouco o trabalho do Plenário transferindo parte dele para as comissões. Esta norma possibilita que a discussão na especialidade de leis de autorização legislativa se faça em Comissão quando o Plenário entender que isso é conveniente. Enquanto o preceito actual impunha que a discussão na especialidade tivesse sempre lugar no Plenário, penso eu, porque se partia do princípio que as leis de autorização legislativa seriam muito simples e curtas; agora, face à experiência que se tem verificado de haver leis de autorização legislativa com alguma complexidade, admite-se ou prevê-se que o Plenário entenda como conveniente que a votação se faça na especialidade na Comissão. Por este motivo, bem dito foi aquilo que disse o nosso colega Silva Marques, quando referiu que esta norma se destina a tornar o processo mais maleável.
221	P00001	P00002		Para um pedido de esclarecimento, tem a palavra o Sr. Deputado Jorge Lemos.
222	P00008	P00002		Sr. Deputado Luís Saias, o preceito do actual Regimento parte do princípio de que as questões das autorizações legislativas devem ser debatidas na especialidade no Plenário, uma vez que a Assembleia da República está a abdicar de competências para as delegar no Governo. No nosso entender, trata-se de um preceito que se deve manter porque salvaguarda a transparência de processos. V. Ex.ª entende que depois das restrições, designadamente em termos de publicidade do trabalho das comissões, esta norma salvaguarda a transparência que deveria ser necessária nesses processos?
223	P00001	P00002		Para um pedido de esclarecimento, tem a palavra o Sr. Deputado João Amaral.
224	P00107	P00002		Sr. Presidente, Sr. Deputado Luís Saias, a questão que lhe queria colocar é a seguinte: considera ou não mau princípio o uso sistemático de autorizações legislativas em matérias que são da competência reservada da Assembleia? É se considera incorrecto esse uso sistemático, é ou não um facto que a autorização legislativa aparecerá aqui excepcionalmente? E sendo matéria de competência reservada, é ou não matéria que deve ser discutida no seu alcance, sentido e objecto pelo Plenário da Assembleia com o conhecimento de toda a gente?
225	P00008	P00107	224	Muito bem!
226	P00001	P00002		Para responder, tem a palavra o Sr. Deputado Luís Saias.
227	P00106	P00002		Sr. Presidente, penso que os nossos colegas comunistas exageram, francamente, estes problemas. O Sr. Deputado Jorge Lemos fala em transparência. É evidente que a discussão em Plenário de uma lei de autorização legislativa, na generalidade, confere a esse pedido de autorização legislativa a transparência necessária. Mas não julgo que os debates na especialidade, em Comissão, diminuam a transparência da discussão. O Sr. Deputado João Amaral pergunta-me se penso que é conveniente que o Governo recorra sistematicamente a pedidos de autorização legislativa. É claro que esta questão é um pouco teórica e genérica, mas não me custa responder. Em matéria de competências da Assembleia, a minha ideia é de que quanto menos autorizações legislativas houver, melhor. Só que esta Assembleia Legislativa se tem mostrado incapaz de produzir as leis com a celeridade e a prontidão que o País reclama. Daí a necessidade de se recorrer a autorizações legislativas. Penso que com as alterações que estamos em vias de aprovar no Regimento a produção legislativa da Assembleia será mais pronta, eficaz e célere e, portanto, se dispense, na medida do possível, o recurso a autorizações legislativas.
228	P00001	P00002		Para um protesto, tem a palavra o Sr. Deputado Jorge Lemos.
229	P00008	P00002		Sr. Presidente, o meu protesto vai no seguinte sentido: considero que depois das limitações, sem regras objectivas, que os senhores fizeram votar quanto ao debate na generalidade e às garantias dos diferentes agentes parlamentares, a questão da transparência está nitidamente em causa. Em segundo lugar, e quanto à celeridade dos trabalhos, é bom que se lembre, Sr. Deputado Luís Saias, que há matérias para as quais há prioridades regimentais a que o Governo estava sujeito e que é por ele não ter tomado iniciativas nesse sentido que iniciativas de deputados continuam aí pelas gavetas,
230	P00107	P00008	229	Muito bem!
231	P00001	P00002		O Sr. Deputado Luís Saias deseja contraprotestar, não é verdade? Tem então a palavra.
232	P00106	P00002		Já que o Sr. Presidente me convida a isso!... Penso que o protesto do Sr. Deputado Jorge Lemos, que durou, sublinhe-se, menos de 1 minuto, não tem razão de ser. O Sr. Deputado devia protestar era contra certas actividades do seu grupo parlamentar que embaraça, por sistema, os trabalhos da Assembleia. Lembro-lhe as sessões que aqui tivemos com o espectáculo algo desanimador de o PCP pedir 20, 30 ou 40 esclarecimentos, 20, 30 ou 40 protestos e ainda contraprotestos. E mesmo esses protestos que o senhor está agora a fazer, com o objectivo de que eu tenha de contraprotestar, gastando o meu tempo, não são, também, com franqueza, muito dignificantes da actividade parlamentar!
233	P00001	P00002		O Sr. Deputado Jorge Lemos deseja a palavra para que efeito?
234	P00008	P00002		Para exercer o direito de defesa.
235	P00001	P00002		Para exercer o direito de defesa, tem a palavra o Sr. Deputado Jorge Lemos.
236	P00008	P00002		Sr. Presidente, não posso deixar de dizer uma palavra, que gostaria que não fosse contado no tempo, uma vez que a figura a que estou a recorrer não conta para o tempo do meu partido.
237	P00001	P00002		A partir dos 2 minutos conta.
238	P00008	P00002		Quanto à classificação que o Sr. Deputado Luís Saias deu ao PCP de este ter uma actividade de embaraço das sessões parlamentares, Sr. Deputado Luís Saias, sejamos claros. O Grupo Parlamentar do PCP sempre tem reafirmado que recorrerá a todos os seus direitos parlamentares e regimentais para que não sejam aprovados na Assembleia da República diplomas contra os interesses e os direitos do povo português. Um caso concreto é o caso da lei de segurança interna, em que logicamente usámos todos os nossos direitos, para que uma tal proposta de lei não passasse nesta Casa sem o necessário debate, de modo que não se confirmasse e não viesse a ser uma lei da República. Aliás, em relação a essa proposta de lei não deixaremos de continuar a usar os nossos direitos. Um segundo aspecto, Sr. Deputado Luís Saias, é o que se tem passado em situações gravosas com a total falta de capacidade, não da Assembleia, mas da maioria e do Governo em responder aos problemas sentidos pelo povo, como seja o caso dos salários em atraso.
239	P00010	P00008	238	Muito bem!
240	P00008	P00002		Isso sim, não dignifica a Assembleia e são atitudes embaraçosas que desrespeitam a função para que os deputados foram eleitos.
241	P00001	P00002		Para responder, tem a palavra o Sr. Deputado Luís Saias.
242	P00106	P00002		É evidente que longe do meu pensamento estaria, fosse de que maneira fosse, ofender o Grupo Parlamentar do PCP e muito particularmente o Sr. Deputado Jorge Lemos. A questão que se trata não é a de ofender ou deixar de ofender. O Sr. Deputado Jorge Lemos disse que o seu partido usará sempre dos seus direitos regimentais. Pois era precisamente isso, Sr. Deputado, que gostaria que V. Ex.ª fizesse: era que usasse os seus direitos parlamentares. Mas aquilo que V. Ex.ª faz, não digo por via de regra, mas com muita frequência, é abusar desses mesmos direitos parlamentares.
243	P00006	P00106	242	Muito bem!
244	P00106	P00002		O que V. Ex.ª faz muitas vezes não é apenas usar os seus direitos parlamentares, mas servir-se desses direitos para fazer chicana parlamentar. É isso que eu condeno.
245	P00105	P00106	244	Não é verdade!
246	P00001	P00002		O Sr. Deputado Jorge Lemos queria usar a palavra para que efeito?
247	P00008	P00002		Sr. Presidente, tenho que recorrer à figura que usei há pouco.
248	P00001	P00002		Então interpele a Mesa.
249	P00008	P00002		Eu interpelo a Mesa. O Sr. Deputado Luís Saias, na sequência de eu ter utilizado o direito de defesa em nome da bancada do PCP, pediu a palavra para explicações. Ao longo dessas supostas explicações voltou a ofender - e gravemente - a bancada do Partido Comunista Português, designadamente referindo que a actividade do PCP é de chicana parlamentar e referindo, também, que o PCP abusa dos direitos regimentais. Perante isto, Sr. Presidente, coloco à Mesa a necessidade da minha bancada deixar claro o que entende de direitos regimentais e de comentar, logicamente, estas inqualificáveis afirmações do Sr. Deputado Luís Saias.
250	P00001	P00002		Sr. Deputado, inscreva-se para uma intervenção, para o que lhe darei a palavra, oportunamente, se assim o desejar. Para uma intervenção, tem a palavra o Sr. Deputado Lopes Cardoso.
251	P00030	P00002		Sr. Presidente, é para uma intervenção, que, no fundo, é um protesto contra o facto de o Sr. Deputado Luís Saias ter tentado justificar o uso e o abuso que o Governo tem feito das autorizações legislativas, com base numa pretensa incapacidade de a Assembleia dar resposta à sua missão legislativa.
252	P00001	P00002		Tem a palavra o Sr. Deputado Luís Saias.
253	P00106	P00002		Gostaria de fazer uma pergunta ao Sr. Deputado Lopes Cardoso. Pensa o Sr. Deputado que o tempo que a Assembleia gastou a discutir, a conceder ou a recusar as autorizações legislativas é equivalente àquele que a Assembleia gastaria a discutir, debater e aprovar os diplomas para os quais foram dadas autorizações legislativas?
254	P00001	P00002		Para responder, tem a palavra o Sr. Deputado. Lopes Cardoso.
255	P00030	P00002		Sr. Deputado, penso que sim. Neste momento não lhe posso dar, mas mostrar-lhe-ei facilmente muitos casos em que a autorização legislativa acabou por ser uma discussão aprofundada dos projectos que acompanhavam essas mesmas autorizações legislativas e em que se gastou tanto ou mais tempo quanto seria gasto na discussão de um projecto legislativo normal, por parte desta Assembleia. Há muitos exemplos e poderei citar-lhos. Neste momento não os tenho de cor, mas dar-me-ei ao cuidado de os repescar nos Diários da Assembleia e posso garantir-lhe que lhe darei muitos exemplos de que assim aconteceu.
256	P00001	P00002		Para um protesto, tem a palavra o Sr. Deputado Luís Saias.
257	P00106	P00002		O Sr. Deputado Lopes Cardoso acaba plenamente por me dar razão. Quando disse que a Assembleia discutiu nas autorizações legislativas, de forma aprofundada, a própria substância dos diplomas que se pretendem autorizar, está exactamente a dar-me razão, no sentido de que a Assembleia muitas vezes desvia a discussão de forma inaceitável. Quando se trata de discutir uma autorização legislativa, não se trata de discutir o diploma para o qual se pediu a mesma, trata-se apenas de a assembleia dizer se autoriza ou não o Governo a legislar sobre certa matéria. E são exactamente desvios desse tipo que fazem esta Assembleia consumir tempo que utilmente poderia ser utilizado noutras matérias.
258	P00001	P00002		Para contraprotestar, tem a palavra o Sr. Deputado Lopes Cardoso.
259	P00030	P00002		O Sr. Deputado tem razão, só que os desvios são da responsabilidade do Governo e da maioria, que aceita o desvio concedendo autorizações legislativas sobre matérias que deveriam ser objecto de debate nesta Assembleia. Se desvio há, é da responsabilidade do Governo e das bancadas da maioria.
260	P00105	P00002		Sem dúvida!
261	P00001	P00002		Para uma intervenção, tem a palavra o Sr. Deputado Jorge Lemos.
262	P00008	P00002		Sr. Presidente, quanto a este artigo ou esta proposta de artigo, afigura-se-me dizer que se evita, assim, o debate sério e profundo das matérias da competência da Assembleia da República, considerado como mera retórica parlamentar para o Srs. Deputados da maioria, remetendo-se para o ambiente de segredo das comissões tudo o que discutido no Plenário pode ser motivo de impopularidade. É o silêncio, é a asfixia do Parlamento. Estas palavras, dizia-nos o Sr. Deputado Carlos Lage, em 16 de Outubro de 1981, ao criticar a proposta de Regimento da AD onde propostas similares apareciam.
263	P00107	P00002		E dizia muito bem!
264	P00001	P00002		Continua o debate, Srs. Deputados do artigo 180.º Tem a Palavra o Sr. Deputado Jorge Lemos.
265	P00008	P00002		É para anunciar que vamos requerer a baixa à Comissão do presente aditamento ou alteração da alínea c) do artigo 180.º, pelo prazo de 5 dias, para melhor consideração.
266	P00001	P00002		Faça o favor, então, de fazer chegar esse requerimento à Mesa, Sr. Deputado. Tem a palavra o Sr. Deputado Luís Saias.
267	P00106	P00002		Sr. Presidente, queria dizer que sentimos necessidade de ponderar o requerimento que acaba de ser anunciado para pensar o sentido do nosso voto. Dado, porém, a hora próxima do fecho normal da sessão, sugeria que a sessão fosse interrompida nesta altura.
268	P00001	P00002		De acordo, Srs. Deputados? Tem a palavra o Sr. Deputado Jorge Lemos.
269	P00008	P00002		Sr. Presidente, apenas para dizer que verificámos que o anúncio do requerimento de baixa à Comissão teve um efeito positivo, pelo que não negaremos o consenso solicitado pelo Sr. Deputado Luís Saias.
270	P00001	P00002		Srs. Deputados, vou encerrar a sessão mas preciso de anunciar a próxima ordem de trabalhos e a Mesa ainda não dispõe desses elementos. Tem a palavra o Sr. Deputado José Vitorino.
271	P00115	P00002		Sr. Presidente, numa troca de opiniões com os representantes dos diversos grupos e agrupamentos parlamentares gerou-se um consenso, no sentido de que, na próxima semana, os trabalhos parlamentares se iniciassem na terça-feira, às 15 horas, com período de antes da ordem do dia, discutindo-se depois o processo de urgência do PCP sobre as reformas dos pescadores. Passar-se-ia em seguida à continuação do debate das alterações do Regimento. Eram apenas estas três questões - o período de antes da ordem do dia, o processo de urgência relativo à reforma dos pescadores e o Regimento -, já que o fim dos trabalhos de debate final das alterações ao Orçamento, que estava
272	P00001	P00002		Tem a palavra o Sr. Deputado Jorge Lemos.
273	P00008	P00002		Sr. Presidente, pretendo apenas confirmar que do nosso lado não há qualquer objecção.
274	P00001	P00002		Srs. Deputados, uma vez que há consenso, a próxima sessão terá lugar na terça-feira, às 15 horas, com período de antes da ordem do dia, tendo como período da ordem do dia o processo de urgência, apresentado pelo PCP, sobre a reforma dos pescadores e a continuação da discussão das alterações ao Regimento. Vai-se dar conta dos diplomas que deram entrada na Mesa.
275	P00114	P00002		Srs. Deputados, por lapso da Mesa não foi anunciada a entrada, que ontem ocorreu, de um voto de protesto subscrito por deputados do PS, manifestando a sua opinião sobre o incêndio da secção do PS no Lavradio. Deram ainda entrada na Mesa os seguintes diplomas: projecto de lei n.º 392/III - Estatuto do Deputado -, da iniciativa dos Grupos Parlamentares do PS e do PSD, de que são primeiros subscritores os Srs. Deputados José Luís Nunes e António Capucho, e proposta de lei n.º 88/111, da iniciativa do Governo, que regula o estatuto remuneratório dos titulares de cargos públicos. Estes diplomas foram admitidos e baixaram à 1.ª Comissão.
276	P00001	P00002		Está encerrada a sessão, Srs. Deputados.
