utterance_id	speaker_id	target_id	utterance_text
170	P00220	P00002	O Partido Socialista e os seus dirigentes, de facto, perderam a vergonha e não têm qualquer pejo, nem problemas de consciência, em utilizar despudoradamente os meios do Estado para promover candidaturas ou a comunicação social pública contra a oposição. A promiscuidade a que tem vindo a assistir-se entre o Partido Socialista e o aparelho de Estado é intolerável e só contribui para enfraquecer o próprio regime democrático. Onde está a ética republicana de que alguns membros do PS tanto falam? Onde está a transparência e a ética dos comportamentos? Já não bastavam os exemplos que se multiplicaram nos últimos tempos: fundações, institutos, anúncios de projectos de decretos-lei elaborados por construtores civis, como é o caso de Cascais, etc. À medida que se aproximam as eleições autárquicas, a situação agrava-se a olhos vistos. À medida que o PS e o Governo se apresentam cada vez mais fragilizados e desorientados e que as perspectivas globais para as próximas eleições se revelam pouco animadoras, vale tudo. E sobretudo, vale a utilização dos meios do Estado a favor dos interesses do Partido Socialista. Depois, alguns, ingenuamente (ou talvez não) ainda se admiram que um certo discurso populista da direita, utilizando exemplos de falta de transparência na gestão dos interesses públicos, encontre nos comportamentos do Partido Socialista o melhor apoio às suas campanhas! O PCP exige que seja posto termo, imediatamente, a esta promiscuidade.
171	P00136	P00220	Muito bem!
172	P00220	P00002	Se o PS e o Governo por sua iniciativa não o fazem, então, nenhum órgão de soberania pode ficar indiferente ao que está a passar-se. Especialmente o Presidente da República não pode guardar silêncio…
173	P00352	P00220	Muito bem!
174	P00220	P00002	… ou limitar-se a declarações de apelo genérico aos candidatos, porque é o próprio funcionamento das instituições que passa a estar em causa.
175	P00010	P00220	Muito bem!
176	P00220	P00002	Sr. Presidente, Srs. Deputados: Infelizmente, e já seria demasiado, a desorientação do PS e do seu Governo não se exprime somente nos exemplos de promiscuidade que acabámos de dar. O «filme» recente do anunciado recuo do Governo em matéria de reforma fiscal, designadamente no que toca à tributação das mais-valias líquidas em bolsa, é outra expressão de um Governo que não tem vergonha em confessar publicamente a sua própria incompetência e a cedência à direita das suas opções. O Governo e o PS fizeram da reforma dos impostos sobre o rendimento uma das suas bandeiras. É certo que foi o PCP, com o seu agendamento potestativo, que obrigou o Governo a dar a cara e a apresentar as suas próprioas propostas. Depois de um percurso acidentado, lá se chegou a bom termo, correspondendo a lei aprovada, no entender do PCP, a um progresso nos impostos sobre o rendimento: baixou-se a tributação sobre os rendimentos do trabalho; diminuíram-se as possibilidades de fuga ao fisco; iniciouse, finalmente, a tributação das mais-valias em bolsa, terminando com o escândalo de Portugal ser um dos poucos países onde a especulação bolsista não era tributada, enquanto os salários e as pensões de reforma suportam taxas de 20% e mais. Naturalmente que uma reforma que vai no bom caminho, no sentido de mais justiça e equidade fiscal, não podia agradar à direita e, em particular, aos grandes grupos económicos. Estes logo protestaram, intrigaram, chantagearam... Uma espécie de «quartelada» contra a reforma fiscal. E o Governo? Logo se desfez em múltiplas explicações e desculpas, terminando por anunciar, de forma patética, a sua intenção de proceder à alteração da reforma conseguida, em particular no que se refere à tributação das maisvalias em bolsa. A justificação seria a de, em Espanha, ter havido uma recente alteração fiscal neste domínio. Ora, a primeira perplexidade com que qualquer cidadão se defronta é a de perguntar se estas coisas, em matéria de regimes de tributação comparados, não tinham sido já estudadas. Mas a situação revelou-se, afinal, ainda pior. É que a
177	P00010	P00220	Muito bem!
178	P00220	P00002	Neste quadro, o que significa o PS apelar às forças de esquerda, e em particular ao PCP, para um esforço de convergência para um caminho conjunto? Não se pode fazer nenhum caminho de convergência com quem desdiz num dia o que acorda no dia anterior. Não se pode apelar a entendimentos à esquerda quando o mínimo dos princípios de uma ética de responsabilidade e de transparência não são respeitados pelo PS. Não se pode responsabilizar a esquerda pelas políticas de direita do Partido Socialista e do Governo e pela sua crescente descredibilização.
179	P00136	P00220	Muito bem!
180	P00220	P00002	Nem podem querer que o País olhe com confiança para o futuro quando são figuras tão prestigiadas e tão próximas da família socialista como Eduardo Lourenço que vêm acusar o PS de dissolução em matéria de princípios.
181	P00010	P00220	Muito bem!
182	P00220	P00002	O PCP e os trabalhadores não se furtarão nunca a assumir as suas próprias responsabilidades, lutando, criticando e propondo, mas num caminho de seriedade, de coerência e, sobretudo, num caminho sempre à esquerda, com os trabalhadores e com o País.
183	P00001	P00002	Inscreveram-se, para pedir esclarecimentos, os Srs. Deputados António Capucho, Osvaldo Castro e Nuno Teixeira de Melo. Tem a palavra o Sr. Deputado António Capucho.
184	P00121	P00220	Sr. Presidente, Sr. Deputado Lino de Carvalho, é, de facto, público e notório que estão sistematicamente a ser violados, em todo o País, pelo Governo e pelos seus representantes locais, os deveres de isenção, de neutralidade e de imparcialidade das entidades públicas perante as candidaturas. Isto é público, isto é evidente! Aliás, V. Ex.ª adiantou uma série de exemplos conhecidos. A lei eleitoral considera a violação dos deveres de neutralidade e de imparcialidade crime – tão simples quanto isto! Ora, a questão que levanto é a de saber se não considera V. Ex.ª que o Sr. Presidente da República, por estar atento a estas situações, deverá intervir, evitando que o Governo continue a actuar impunemente como tem actuado, evitando que os governadores civis e outros membros de comissões de coordenação regional continuem a actuar impunemente como têm actuado.
185	P00212	P00121	Muito bem!
186	P00121	P00220	Em segundo lugar, gostaria de saber se não considera também V. Ex.ª que o Presidente da República, nesta fase, até às eleições, deveria ser extremamente prudente e selectivo nas deslocações que faz, para que nunca possa levantar-se a suspeição que estes deveres estão a ser violados.
187	P00001	P00002	Uma vez que o Sr. Deputado Lino de Carvalho pretende responder conjuntamente, tem a palavra o Sr. Deputado Osvaldo Castro para formular o seu pedido de esclarecimento.
188	P00201	P00220	Sr. Presidente, Sr. Deputado Lino de Carvalho, deixe-me dizer-lhe, em primeiro lugar, que V. Ex.ª, como cidadão e, penso, autarca de Évora, está muito preocupado com Évora!… Perderam a maioria absoluta da última vez, mas não esteja já a «dar de barato» que o «dinossauro» Abílio Fernandes vai ser derrotado! V. Ex.ª revelou aqui uma preocupação absolutamente excessiva. José Ernesto Oliveira, candidato pelo PS, fará o melhor possível,…
189	P00225	P00201	Vocês é que estão desesperados!
190	P00388	P00220	… mas quem tem obrigação de ganhar são vocês! Não esteja assim tão preocupado! Aliás, é daí que tudo parte, Sr. Deputado Lino de Carvalho. Sr. Deputado, deixe-me dizer-lhe, como diria o velho filósofo, que objectivamente o seu discurso serve a direita,… … quando V. Ex.ª diz e sublinha que a reforma fiscal foi feita pelo PCP, que nós vamos alterá-la, etc. Sr. Deputado Lino de Carvalho, a reforma fiscal tem vários pilares, como, por exemplo, o da garantia do contribuinte, que é, aliás, o primeiro pilar. Mas quem disse que íamos alterar a reforma fiscal?! Não estejam vocês a fazer objectivamente o jogo dos tais que querem a «quartelada»! Não faça isso, Sr. Deputado
191	P00220	P00201	Acabou-se! Não tem mais argumentos!
192	P00388	P00220	O seu actual líder parlamentar — aproveito para dizer que se trata de pessoa honrada e séria que passou pelo Parlamento e que vai fazer falta, indiscutivelmente —,numa entrevista publicada na revista Focus, diz que o PCP pode criar condições até para uma futura coligação com o PS, portanto, não tem essa visão derrotista de V. Ex.ª. V. Ex.ª considera que os militantes do PS que são membros do Governo, que são governadores civis, que exercem cargos públicos, não podem intervir na campanha, desde que o façam, como acontece, enquanto membros do PS?! Então, o senhor é Deputado e pensa que quando fala em Évora estamos a ver o Deputado e não o Lino de Carvalho?! Sr. Deputado, não caia em dizer — nós não caímos e até temos muito cuidado com isso —,como algures foi dito pelo PSD, designadamente pelo Sr. Deputado Luís Marques Mendes, que se andava de helicóptero por Évora e, depois, não sei por onde, em campanha. Ninguém do PS faz isso, Sr. Deputado!
193	P00001	P00201	Sr. Deputado, peço-lhe que conclua, pois já esgotou o tempo de que dispunha.
194	P00388	P00220	Termino já, Sr. Presidente. Sr. Deputado Lino de Carvalho, reconheça que não é dessa forma que a esquerda tem alguma coisa a ganhar.
195	P00001	P00002	Também para pedir esclarecimentos, tem a palavra o Sr. Deputado Nuno Teixeira de Melo.
196	P00252	P00220	Sr. Presidente, Sr. Deputado Lino de Carvalho, basta ouvir as afirmações do Sr. Deputado Osvaldo Castro e a reacção do Sr. Deputado Lino de Carvalho para se perceber logo por que essa apregoada reforma fiscal da esquerda nunca poderia ir a lado algum. É que, afinal, os senhores não se entendem e, não se entendendo, não poderiam plasmar num documento aquilo que não são capazes de consensualizar.
197	P00201	P00252	Está lá tudo! Aliás, vocês também a aprovaram em parte!
198	P00252	P00220	Para meu espanto, verifico agora que o Sr. Deputado Osvaldo Castro defendeu aqui que os Srs. Governadores Civis tivessem uma intervenção activa, enquanto tal, em benefício de campanhas que entretanto apresentassem, coisa que nunca julguei possível.
199	P00210	P00252	Ninguém disse isso! Não seja mentiroso!
200	P00252	P00220	A propósito da tremenda vergonha que tem sido a instrumentalização do respectivo cargo pelo Sr. Governador Civil de Braga em benefício da sua candidatura ao cargo de Presidente da Câmara Municipal de Vila Nova de Famalicão, denunciámos essa situação em Plenário e aproveitámos a ocasião para anunciar também a apresentação de um projecto de lei que visava precisamente punir a violação dos princípios da neutralidade, da isenção e da imparcialidade dos titulares de cargos públicos fora do período de campanha eleitoral ou de campanha para referendo. Sabemos que nos períodos de campanha eleitoral ou de campanha para referendo, actualmente, essa conduta é penalizada, mas fora desse período, ao contrário daquilo que o Sr. Secretário de Estado dos Assuntos Parlamentares parece julgar, ela não é punível. Na sequência disto, de resto, o Sr. Secretário-Geral do PCP teve ocasião, em Braga, de denunciar também esses excessos do Sr. Governador Civil de Braga, parecendo que, pelos menos aí, a nossa advertência não caiu em «orelhas mocas». Pergunto se o PCP, por uma razão de coerência e até por tudo aquilo que tem vindo a ser dito, no dia em que for agendado esse nosso projecto de lei, estará na disposição de votá-lo favoravelmente e, por isso, a partir de então, fazer com que essa vergonha não mais possa continuar a ocorrer, ou seja, que também os titulares de cargos públicos actualmente nomeados pelo PS não mais possam usar esses cargos em benefício das suas campanhas eleitorais, independentemente do facto de o eleitorado vir a sancionálos, porque o eleitorado não é tolo... Mas essa é outra questão. Sr. Deputado Lino de Carvalho, é esta a questão que lhe coloco e à qual gostaria que respondesse.
201	P00509	P00252	Muito bem!
202	P00001	P00002	Para responder aos três pedidos de esclarecimento, tem a palavra o Sr. Deputado Lino de Carvalho.
203	P00220	P00201	Sr. Presidente, Sr. Deputado Osvaldo Castro, permito-me começar por responder às questões que colocou, sem desprimor para os outros Srs. Deputados, a quem, aliás, agradeço as questões que colocaram. Sr. Deputado Osvaldo Castro, percebo a sua atrapalhação. Se quiser discutir Évora, discutiremos Évora, mas não é disso que estamos a tratar. Trouxe aqui vários exemplos, de vários pontos do País, sobre a promiscuidade entre os interesses e os meios do Estado e as candidaturas do PS. Foi esse o problema que coloquei, mas o Sr. Deputado procurou fugir-lhe, porque é um problema incómodo para VV. Ex.as ! Não pomos em causa que os membros do PS, exerçam os cargos que exercerem, intervenham na campanha enquanto tal.
204	P00201	P00220	É disso que se trata!
205	P00220	P00201	Mas o Sr. Deputado pensa que é isso o que se passa quando o folheto do candidato do PS à presidência da Câmara Municipal do Seixal anuncia em paran-
206	P00201	P00220	É no tribunal que isso se resolve!
207	P00220	P00201	Sr. Deputado, acha isso normal em regime democrático?! Não o é, seguramente! Sr. Deputado, em matéria de reforma fiscal, fui claro no que disse, não valendo a pena falar em pequenos fait divers. Toda a minha bancada, e desde logo o meu camarada Octávio Teixeira, que teve um papel relevantíssimo no debate e na sua aprovação, considera que esta reforma fiscal é globalmente positiva. Mas quem foi à televisão dar o dito por não dito, já depois de a reforma estar aprovada, foi o Sr. Ministro Jaime Gama e, logo a seguir, o Sr. Ministro Guilherme d’Oliveira Martins,…
208	P00010	P00220	Muito bem!
209	P00220	P00201	… desfazendo-se em afirmações de que iam rever a tributação das mais-valias em bolsa, com argumentos comparativos com o que se passava em Espanha que se revelaram completamente falsos! É esta a realidade! O que criticamos são os vossos recuos, é num dia dizerem uma coisa e, no dia seguinte, fazerem outra, logo que a direita protesta ou diz alguma coisa que vos interessa! Trouxe aqui alguns exemplos e podia trazer muitos mais, Sr. Deputado. Podia trazer o exemplo da Amadora, podia trazer o exemplo daquele ex-membro do Governo, que é de Viseu – não cito nomes – e que, numa determinada cerimónia pública, disse, e não foi desmentido, que «Quando eu ia ver os mapas, (…)» — quando ele era membro do Governo — «(…) já estava tudo previsto para Bragança. Eram bombeiros, quartéis da GNR... De tudo quanto havia no Ministério, a maior fatia era sempre para Bragança.»
210	P00240	P00220	Só podia ser o Armando Vara!
211	P00220	P00201	«Depois de eu ir para o Ministério, como eu sou de Viseu, o Sr. Ministro Armando Vara teve a amabilidade e começou a dar também algumas prioridades a Viseu.»
212	P00201	P00220	Isso é uma ironia!
213	P00220	P00002	Isto foi dito por um ex-membro do Governo. É assim que os senhores governam e gerem o País, em função dos interesses pessoais, políticos e partidários. É esta a realidade, Sr. Deputado! Sr. Deputado Nuno Teixeira de Melo, quero dizer-lhe, em resposta à sua pergunta, que não conhecemos o projecto em concreto. Quando o conhecermos, trataremos de definir a nossa posição, mas, obviamente, estaremos sempre a favor de regras que aprofundem a transparência do Estado e do funcionamento das instituições democráticas. Sr. Deputado António Capucho, a minha resposta à sua pergunta pode resumir-se numa palavra: sim. Como disse na minha intervenção inicial, é bom que o Sr. Presidente da República esteja atento, mas é preciso estar mais do que atento, é preciso intervir, é preciso que diga expressamente que esta promiscuidade não pode continuar e, estou de acordo, é preciso que seja mais selectivo e prudente nas sua deslocações pelo País em período de campanha eleitoral. Srs. Deputados do Partido Socialista, termino com o que disse na minha intervenção: não venham com discursos de que estamos a seguir a direita, porque quem faz as políticas de direita são VV. Ex.as , que num dia pretendem aprovar medidas à esquerda – e todas as medidas pontuais à esquerda que foram aprovadas tiveram a participação activa ou o voto favorável do PCP – para no dia seguinte darem o dito por não dito, aliando-se, em questões de opções fundamentais, à direita e aos grandes interesses económicos, que protestam em casos como, por exemplo, o da reforma fiscal, entre outros. Por esse caminho, não, Sr. Deputado! Por esse caminho, obviamente, não podem contar com o PCP. O PCP está aqui para intervir a favor dos interesses dos trabalhadores, à esquerda e com a esquerda, mas não para dizer hoje o que desdiz amanhã.
214	P00001	P00002	Para uma declaração política, tem a palavra a Sr.ª Deputada Isabel Castro.
215	P00250	P00002	Sr. Presidente, Sr.as e Srs. Deputados: O futuro do litoral português é negro e a sua evolução encarada com enorme pessimismo. O alerta que, durante anos, foi lançado por Os Verdes deixou, há muito, de ser uma posição isolada, sendo hoje uma posição publicamente partilhada por muitos outros, tais como membros da comunidade científica, investigadores, organizações de desenvolvimento e património, associações ambientais, universidades e membros do Conselho Nacional do Ambiente e do Desenvolvimento Sustentável. Opiniões que, bem recentemente, o encontro realizado no Porto sobre estuários e zonas estuarinas, que reuniu investigadores, técnicos e universitários, confirmou de modo inequívoco, num pessimismo sobre a realidade que não resulta, como de modo linear normalmente o Partido Socialista diz, de leituras «catastrofistas» mas, sim, de um olhar daqueles que, embora optimistas, conhecem e não podem ignorar a realidade incontronável e grave de um País que se vê inundado por mamarrachos ao longo do seu litoral, invadido por marinas e respectivos projectos imobiliários — e que também por isso mesmo vê falésias a ruir, como acontece ao longo de todo o Parque Natural Sintra/Cascais, pondo em risco pessoas e bens — e areias pilhadas. Portanto, um País que, apesar do diagnóstico feito há muito, das críticas a erros que já são antigos, identificados que
216	P00204	P00250	Muito bem!
217	P00001	P00002	Para a última declaração política, tem a palavra o Sr. Deputado António Braga.
218	P00189	P00002	Sr. Presidente e Srs. Deputados, celebra-se hoje o 5.º aniversário da constituição da Comunidade de Países de Língua Portuguesa. Mais do que uma qualquer estrutura de comunicação horizontal entre países, esta comunidade vale também pela acção conjunta em beneficio da língua comum, com todo o peso geo-estratégico dos cerca de 200 milhões de falantes que a revigoram no mundo inteiro. No acto fundador, reafirmou-se a língua portuguesa como «(…) vínculo histórico e um património comum (…)» que «(…) permite a cada um dos países (…)», «(…) ser o intérprete de interesses e aspirações que a todos são comuns». Ora, sabendo-se que o idioma português é um dos raros que consegue o estatuto de língua materna em territórios de quatro continentes, o seu uso e ensino nos vários continentes e nos diferentes países é um instrumento precioso de afirmação da cultura. A União Europeia declarou e celebra 2001 como o Ano Europeu das Línguas. É um evento singular, que deve estimular os países de língua oficial portuguesa à mobilização conjunta para que se possa reflectir sobre o futuro do português no enquadramento mundial, visto ainda à luz das projecções quanto ao crescimento do número de falantes da língua de Camões. Fundamentalmente, que essa meditação permita encontrar mecanismos e meios que levem à plena assunção das responsabilidades históricas perante o idioma português, crescentemente mais influente na ordem internacional. Não poderá ser mais oportuno esse encontro de pers-
219	P00201	P00189	Muito bem!
220	P00189	P00002	Porque, como todos sabemos, o sistema de ensino paralelo tem-se revelado muito gravoso para os alunos, na medida em que ele constitui uma sobrecarga escolar e, por isso, dificulta o sucesso na aprendizagem da língua e desmobiliza as pessoas. Simultaneamente, é necessário proceder a uma progressiva substituição dos métodos clássicos de ensino do português no estrangeiro pelo recurso aos meios audiovisuais e à informática. Trata-se de ir ao encontro da evolução tecnológica e científica, do acesso à cultura e ao conhecimento. Uma política de língua eficaz deverá, globalmente, ser diversificada e interagir, alicerçando-se numa intervenção integrada em múltiplas frentes. O primeiro passo, para
221	P00006	P00189	Muito bem!
222	P00189	P00002	Olhar o mapa dos cerca de 200 milhões de falantes é convincente e dá a correcta dimensão que este número e essa dispersão são trampolim para uma grande língua internacional. Depois, é importante sentir que estamos em presença de uma língua de passado, com tradição, com património, e saber que é uma língua de trabalho de várias organizações, saber que é uma língua de ciência, de técnica e de arte. Saber que é uma língua de hoje. Hoje, vivemos a dita globalização que tende a criar um mundo cada vez mais unificado, mas, simultaneamente, deparamos com um grande esforço para que cada cultura afirme a sua própria identidade e seja por isso respeitada. E as fronteiras, quando existem, parecem ser barreiras ténues, através das quais circulam as pessoas, as mercadorias e o dinheiro. Os emigrantes são, assim, com frequência, vítimas de um verdadeiro desenraizamento linguístico que os pode deixar completamente indefesos no plano da expressão, tornando ainda mais grave os seus problemas de integração. Contudo, Sr. Presidente e Srs. Deputados, nenhuma língua resiste artificialmente. Se deixa de ser útil, se deixa de ter função, extingue-se com o último dos seus falantes. Não se sustenta, apenas, por decreto. É preciso que os seus falantes maternos entendam que ela é uma das marcas da sua identidade e de reconhecimento da sua comunidade, conjuntamente com outras tradições. Quando assim acontece, o povo faz bem as línguas, imaginosas e claras, vivas e expressivas, como já alguém disse. O ano 2001 foi declarado Ano Europeu das Línguas, justamente, para promover o plurilinguismo da Europa, motivando os cidadãos para a aprendizagem de várias línguas, para além das línguas maternas. Ao preservar e respeitar a génese cultural das línguas, faz-se com que os respectivos falantes sintam e valorizem a sua identidade cultural, e ao motivar os cidadãos para a aprendizagem de línguas chama-se a atenção para a aquisição de uma série de competências específicas, de comunicação, de percepção, de compreensão da diversidade que nos rodeia. É, pois, neste contexto de valorização crescente das línguas que o texto final do projecto de recomendação ao Governo, construído por unanimidade e que hoje aprovaremos em Plenário, significa a importância e o relevo que a difusão e salvaguarda da língua e cultura portuguesas junto das comunidades emigrantes merecem desta Câmara política. É, neste clima de grande entendimento, um passo no reforço das políticas de língua com que, estou convicto, o Governo se regozijará, porque, como Wittegenstein, acredito que «as fronteiras da minha linguagem são as fronteiras do meu universo».
223	P00001	P00002	Inscreveram-se, para formular pedidos de esclarecimento ao Sr. Deputado António Braga — agora, poderia dizer «dar à língua» –, ... Risos. … os Srs. Deputados Rosado Fernandes e Ana Maria Narciso. Tem a palavra o Sr. Deputado Rosado Fernandes.
224	P00528	P00189	Sr. Presidente, Srs. Deputados: Vou, efectivamente, «dar à língua». Distingo duas línguas: a má língua, que tem mais sucesso, aqui, no Parlamento, e a língua que estudámos, outro dia, no Hotel Altis e que me trás aqui. Quanto à má língua, quero fazer, simplesmente, uma pequena observação ao Sr. Deputado Lino de Carvalho: a traição, no que diz respeito à reforma fiscal, não é só por pressões da direita. Neste momento, há muitos elementos da esquerda que estão muito ricos. Não se esqueça e tome em consideração que a direita deslocaliza e os outros fazem pressão. É bom que a má língua se lembre disso. Voltando à boa língua, que tão mal tratada tem sido pelos portugueses, vou repetir algo que disse na reunião realizada no Hotel Altis. Em primeiro lugar, para que os portugueses se sintam orgulhosos e falem a sua língua, o País tem de se dar ao respeito e tratar a língua com a dignidade que ela merece. Para isso, necessita de um levantamento mais completo feito pelos consulados e por todo o corpo diplomático, que, em geral, prima por um certo «deixar andar», que não nos dá a informação central que necessitaríamos. Por outro lado, quando há muitos comandantes que comandam as lides da língua, é evidente que o comando sai fraco, sai frouxo, e criam-se «quintas» em que todos procuram produzir mais do que os outros, entrando em plena concorrência, com maus resultados para aqueles que estão lá fora. Em terceiro lugar, era fundamental — e o Sr. Deputado António Braga disse-o — introduzir a língua portuguesa nos currículos do ensino dos países onde existem as comunidades portuguesas. Há ainda um aspecto que gostava de frisar. Quando se fala em 200 milhões de falantes, todos pensam no acordo ortográfico. Confesso que nunca dei grande importância ao acordo ortográfico. Dava importância, sim, a acordos políticos que dessem peso aos 200 milhões de falantes. Toda a gente pensa que os 200 milhões de falantes são de fraca cultura, são de fraco peso, e, no fundo, são 200 milhões de falantes de português que ainda são considerados como uma espécie de quantidade negligenciável a nível mundial. Se, porventura, houvesse uma ligação política entre os países lusófonos que, de facto, lhes desse peso financeiro, peso político e palavra política nos areópagos internacionais, isso, sim, faria aderir à língua portuguesa muito mais falantes, não apenas de nacionalidade portuguesa.
225	P00001	P00528	Agradeço que termine, Sr. Deputado.
226	P00528	P00189	Gostava de dar um pequeno exemplo, para atestar aquilo que estou a dizer. Estive com uma Leitora, em Santander, que tem 400 alunos, quase todos eles espanhóis. Pensam que é só porque gostam de ler Camões? Vejam bem o que está a passar-se em território português. Talvez seja essa uma das maneiras de conseguirmos valorizar a nossa língua.
227	P00001	P00189	Sr. Deputado António Braga, quer acumular ou responde desde já?
228	P00189	P00528	Sr. Presidente, respondo, desde já, porque nos permite colocar a questão da língua portuguesa num plano que, do ponto de vista parlamentar, ela merece. Aliás, a Comissão de Educação, Ciência e Cultura tem feito um trabalho profundo, já há alguns meses, de reconhecimento desta realidade fora do território nacional. Congratulo-me com o contexto de unanimidade que se tem verificado no seio desta Comissão, e que a intervenção do Sr. Deputado Rosado Fernandes, agora, confirma, relativamente à abordagem desta matéria, tendo em vista, justamente, este reforço do peso da língua portuguesa no mundo inteiro. Como bem disse o Sr. Deputado Rosado Fernandes, não se trata, apenas, da questão de ler o Camões ou a literatura portuguesa no seu conjunto, mas de que hoje a língua portuguesa é um instrumento de trabalho importante no mundo inteiro, é língua oficial em praticamente todos os areópagos importantes e decisores no mundo inteiro, desde África à Europa. Nessa medida, constitui hoje, também, um instrumento decisivo que deve ser motivação para aqueles que, estando fora do País, possam continuar a manter vínculos com a língua portuguesa e, por esse facto, serem bilingues, naturalmente. Não se deve pedir às terceira e quarta gerações de emigrantes que tenham como língua materna a língua portuguesa, porque estão muito longe da pátria e não podemos correr o risco de criar condições falsas à divulgação da língua portuguesa, mas que a língua portuguesa possa ser um instrumento de ligação e de trabalho. Aliás, pudemos conferir, em algumas visitas que fizemos, nomeadamente aos Estados Unidos, que ela é já hoje considerada um elemento de critério de selecção para determinado tipo de empregos, nomeadamente ao nível da gestão e até das grandes instituições bancárias naquele país. Portanto, existe um reforço desta ideia que a língua portuguesa não é uma língua apenas dedicada a um conjunto de aspectos particulares na área da literatura — e com muita honra e muito gosto assim a temos —, mas é hoje, também, um instrumento eficaz na comunicação e no trabalho. Ora, esta conferência parlamentar que realizámos permitiu também ter essa abordagem, nomeadamente tivemos ocasião, no painel com o Sr. Ministro dos Negócios Estrangeiros, de perceber o alcance da política de língua, porque não se pode confundir a política da língua portuguesa com o seu ensino em concreto, nomeadamente como língua materna fora de Portugal. Sr. Presidente, assinalando esta maturidade que penso que atingimos hoje, em Portugal, olhando para esta posição da língua portuguesa no mundo também como factor estratégico do desenvolvimento, nomeadamente na própria CPLP — que, como referi, celebra hoje o seu 5.º aniversário —, creio que o Parlamento está, também, a construir, deste lado, progressivamente, um conjunto de medidas e um plano que o Governo certamente terá todo o gosto em continuar, adoptando-o junto com as outras medidas que tem, neste momento, em execução.
229	P00006	P00189	Muito bem!
230	P00001	P00002	Tem a palavra a Sr.ª Deputada Ana Maria Narciso.
231	P00529	P00189	Sr. Presidente, Sr. Deputado António Braga, quero, em nome do PSD, cumprimentá-lo, sabendo que estou, sobretudo, a saudar, com toda a amizade, o Presidente da Comissão de Educação, Ciência e Cultura e não, propriamente, o Deputado do Partido Socialista. De facto, fez V. Ex.ª muito bem em trazer aqui esta iniciativa da Comissão a que preside acerca de uma matéria de enorme alcance e significado: o ensino e a divulgação da cultura e da língua portuguesas no estrangeiro. Como sabe, esta acção surge integrada numa proposta apresentada pelo PSD, a qual tem permitido a esta Comissão realizar um vasto e valioso trabalho de contactos, reuniões e visitas com as mais variadas entidades e personalidades ligadas a esta problemática. Orgulhamo-nos, Sr.as e Srs. Deputados, de termos tomado esta iniciativa, pois sabemos que esta foi uma forma de dar maior atenção às questões que tanto afectam as nossas comunidades espalhadas pelo mundo. Queremos que o Sr. Deputado saiba que vamos continuar nesta linha estratégica, esperando, assim, obrigar o Governo a desenvolver esforços que, na prática, possam dar, efectivamente, resposta aos problemas de toda esta gente, o que está longe de ter acontecido até hoje. Por isso, o PSD considera indispensável prosseguir os trabalhos da Comissão de Educação sobre esta importante questão e, nesse sentido, iremos apresentar, oportunamente, propostas concretas. Sr. Deputado António Braga, o diagnóstico está feito, é preciso acção. E não posso deixar de lembrar, aqui, alguns testemunhos dados nesse seminário, realizado a 12 e 13 de Julho, que revelam que há ainda muito por fazer. Recordo uma professora que tinha a seu cargo alunos dos Estados Unidos da América e que reclamava mais investimento, mais apoio e, sobretudo, que não olhássemos só para a Europa, mas também para todos os países onde há emigrantes. Quero também lembrar que há, neste momento, um fenómeno em Portugal que requer a nossa atenção: o dos imigrantes. O que é que se vai fazer? Que medidas concretas vão ser tomadas? Que apoios e que investimentos, pois, vamos desenvolver e concretizar para todas estas comunidades espalhadas pelo mundo e que, neste momento, também já temos em Portugal?
232	P00352	P00529	Muito bem!
233	P00001	P00002	Tem a palavra, para responder, o Sr. Deputado António Braga.
