utterance_id	speaker_id	target_id	reply_to_id	utterance
189	P00001	P00002		Para responder, tem a palavra a Sr.ª Deputada Sónia Fertuzinhos.
190	P00329	P00579	187	Sr.ª Presidente, Sr. Deputado Artur Rêgo, para quem tem responsabilidades governativas como tem o CDS-PP neste momento, não basta dizer, perante os números, que a pobreza é uma preocupação constante. Com certeza que a pobreza é uma preocupação constante, mas os partidos que apoiam o Governo não podem limitar-se a fazer afirmações destas. O primeiro erro que o Governo pode fazer, e que, de resto, o Sr. Primeiro-Ministro já fez, é, perante estes dados da pobreza, desvalorizá-los, dizer que já não são muitos importantes porque já não refletem a realidade que vivemos hoje — que não se pode avaliar, não é verdade? — , mas, sim, uma realidade do passado. Portanto, Sr. Deputado, nesse erro o Partido Socialista não cai. Por outro lado, em 2014 e em 2015 mantêm-se os cortes nos apoios sociais.
191	P00579	P00329	190	Diga quais!
192	P00329	P00579	191	E nem o PSD nem o CDS disseram ainda, neste debate, se continuam ou não com a intenção de manter o corte de 100 milhões de euros nas prestações sociais que está previsto no Orçamento do Estado para 2015.
193	P00006	P00329	192	Bem lembrado!
194	P00329	P00579	191	Ora, uma vez que o Governo não está presente, era a esta questão que os Srs. Deputados da maioria deviam ter a capacidade de responder.
195	P00579	P00329	194	Diga que subsídios é que cortámos!
196	P00329	P00579	195	O Sr. Deputado falou na descida do desemprego. Sr. Deputado, estes números relativos à pobreza refletem também uma realidade assustadora: a pobreza nas pessoas empregadas continua a aumentar, ou seja, as pessoas que trabalham, que têm rendimentos do trabalho, continuam a não ganhar o suficiente para sair da situação de pobreza. É a isto que o Sr. Deputado e o seu partido também têm de responder. O Sr. Deputado falou, ainda, do peso das transferências sociais em 2013. É verdade que o peso das transferências sociais em 2013 foi ligeiramente melhor do que em 2012, mas mesmo assim esteve abaixo de 2011. Se o Sr. Deputado se contenta com este número é porque não está a querer ver a realidade no seu todo. Quanto à festa do PS, não vou classificar o mau gosto desta expressão que a maioria tanto gosta de usar. Vou apenas recordar-lhe que o atual Primeiro-Ministro, relativamente à atuação do Governo do Partido Socialista em 2009 e 2010, disse que, no essencial — aliás, há registos na comunicação social que o mostram — , o Governo estava a saber responder bem à crise.
197	P00351	P00329	196	Bem lembrado!
198	P00329	P00579	195	Disse que o Governo estava a atuar de acordo com as orientações da União Europeia — porque os Srs. Deputados têm de saber que as medidas do Governo do Partido Socialista em 2009 e 2010 se enquadraram na estratégia europeia de combate à crise — , que as medidas estavam corretas. Portanto, digam os Srs. Deputados o que disserem, acusem o Partido Socialista do que acusarem, a realidade é uma e indesmentível: a vossa atuação no Governo aumentou a pobreza; a vossa estratégia de austeridade expansionista aumentou a pobreza. E, mesmo aumentando a pobreza, nem sequer conseguiram consolidar as contas públicas.
199	P00262	P00001	189	Sr.ª Presidente, peço a palavra para interpelar a Mesa sobre a condução dos trabalhos.
200	P00001	P00262	199	Tem a palavra, Sr. Deputado.
201	P00262	P00001	200	Sr.ª Presidente, eu tentei não fazer esta interpelação, mas pela terceira vez a Sr.ª Deputada Sónia Fertuzinhos referiu-se ao facto de o Sr. Ministro ou o Governo não estarem presentes. Assim sendo, queria fazer-lhe duas perguntas, Sr.ª Presidente, até para informação de quem nos está a ouvir e a ver. Em primeiro lugar, no espaço dedicado a declarações políticas é hábito o Governo estar presente? Em segundo lugar, Sr.ª Presidente, gostaria de saber se o Partido Socialista requereu qualquer tipo de debate, em tempo, para que o Sr. Ministro estivesse aqui presente. É que não vale a pena estar aqui a dizer, da maneira como a Sr.ª Deputada o fez, por três vezes, que o Sr. Ministro não está presente (à primeira vez fingi que não ouvi, à segunda também) como se o Sr. Ministro não estivesse cá porque fugiu, quando não fugiu. Aliás, não só não fugiu como nem sequer o PS requereu a sua presença.
202	P00001	P00262	201	Sr. Deputado, devo assumir que a sua primeira pergunta é retórica, porque qualquer pessoa com o mínimo de experiência neste Parlamento sabe que o período de declarações políticas não tem a participação de membros do Governo. A sua segunda pergunta terá de ser dirigida à bancada do Partido Socialista. Assim, desde já pergunto à Sr.ª Deputada Sónia Fertuzinhos se, de alguma forma, convidou ou solicitou a presença do Sr. Ministro, visto que se queixou da sua ausência.
203	P00329	P00001	202	Sr.ª Presidente, naturalmente, a questão que coloquei não é de natureza regimental, é de natureza política. E aquilo que eu disse, ou seja, que o Sr. Ministro Mota Soares ainda não se pronunciou sobre os dados da pobreza, é absolutamente verdade. Basta tentar procurar na imprensa qualquer declaração do Sr. Ministro que não a encontrarão, como eu também não encontrei.
204	P00001	P00329	203	Compreendo a sua intenção, Sr.ª Deputada, mas a Mesa também ouviu o seu registo sobre a não presença do Sr. Ministro no Plenário.
205	P00584	P00001	204	Sr.ª Presidente, isenção!
206	P00001	P00584	205	Mas é muito fácil confirmar, basta recorrer às gravações do Canal Parlamento. Prosseguindo com as declarações políticas, tem a palavra o Sr. Deputado Abel Baptista.
207	P00585	P00002		Sr.ª Presidente, Sr.as e Srs. Deputados: Foi hoje publicada a Portaria n.º 19/2015, de 4 de fevereiro, que aprova o modelo de compensação forfetária para os pequenos produtores agrícolas que reúnam as condições de aplicação do regime especial de isenção de IVA, permitindo àqueles sujeitos passivos solicitarem à Autoridade Tributária e Aduaneira uma compensação em sede de IVA relacionada com a sua atividade agrícola. De uma forma simples, passaremos a chamar-lhe regime de compensação do IVA para pequenos agricultores. Esta compensação destina-se a atenuar o impacto do imposto suportado nas aquisições de bens e serviços para o exercício da atividade económica do pequeno produtor agrícola. Este regime de compensação de IVA para pequenos agricultores abrange 129 172 sujeitos passivos que podem ser beneficiários. Estes beneficiários dedicam-se às seguintes culturas: policultura (48 101 pequenos agricultores) — os beneficiários produzem diversas culturas, sem que qualquer uma delas abarque dois terços do total da produção padrão, como, por exemplo, a produção de arroz, de floricultura ou de horticultura; produções mistas (13 849 pequenos agricultores) — idêntica à policultura, com a diferença de que tem também atividade de produção animal; outros ruminantes (11 577 pequenos agricultores) — ovinos e caprinos; olival (11 343 pequenos agricultores); arvenses e outras culturas predominantes de regadio (cerca de 15 000 pequenos agricultores) — milho, trigo, centeio, aveia, em modo de regadio ou sequeiro; finalmente, vinhos (8 161 pequenos agricultores). O regime de compensação de IVA para pequenos agricultores tem um impacto de cerca de 21,4 milhões de euros que a pequena economia agrícola vai receber. Este é um marco histórico na vida dos pequenos agricultores. O regime do IVA foi introduzido em Portugal em 1 de janeiro de 1986. Repito: o regime do IVA foi introduzido em Portugal em 1 de janeiro de 1986. Só passados 29 anos é que os pequenos agricultores podem receber uma compensação do imposto que pagam para produzir as suas culturas, e por isso também esta portaria é um marco histórico, dando a possibilidade de estes pequenos agentes económicos serem compensados em 10% do seu volume de negócios, desde que o seu rendimento seja inferior a 10 000 € anuais. O carácter histórico desta medida é ainda relevado pelo facto de ser uma possibilidade comunitária há muito permitida e em prática em mais 17 países, mas que só agora é implementada em Portugal. Sr.ª Presidente, Sr.as e Srs. Deputados, o modelo de pedido de compensação do IVA para pequenos agricultores agora aprovado e publicado é simples, podendo ser feito por via eletrónica, através do portal das finanças, ou por apresentação verbal em qualquer serviço de finanças, devendo o pedido apenas conter dois elementos: o valor das transmissões de bens e da prestação de serviços efetuadas no semestre precedente que conferem o direito à compensação; os números de identificação fiscal dos adquirentes ou destinatários das referidas operações. Os pedidos são feitos até 20 de julho ou 20 de janeiro de cada ano relativamente às operações efetuadas no semestre anterior e a Autoridade Tributária e Aduaneira (AT) analisa e credita, em caso de deferimento, no prazo de 45 dias, o montante da compensação na conta bancária do sujeito passivo. As cooperativas, as adegas e as organizações de produtores podem e devem desempenhar aqui um papel importante de apoio e de acompanhamento dos pequenos produtores. Já há várias organizações a fazer a formação e a difusão deste regime, como é o caso da Ordem dos Técnicos Oficiais de Contas e da CAP, com o apoio do PRODER, do Ministério da Agricultura e Mar e do Fundo Europeu Agrícola de Desenvolvimento Rural. A primeira dessas ações vai decorrer já na próxima segunda-feira em Santarém e outras se seguem, entre 23 de fevereiro e 13 de março, de Norte a Sul e do Interior ao Litoral do País, de Ponte de Lima a Macedo de Cavaleiros, de Vila Nova de Foz Coa a Aveiro, de Leiria a Grândola. Serão mais de 12 ações de formação gratuitas destinadas a agricultores e técnicos oficiais de contas.
208	P00001	P00002		Há inscrições por parte do PS, do PSD e do PCP para pedidos de esclarecimento ao Sr. Deputado Abel Baptista. Em primeiro lugar, tem a palavra o Sr. Deputado Miguel Freitas, do PS.
209	P00586	P00585	207	Sr.ª Presidente, Srs. Deputados, o INE acaba de divulgar hoje os números sobre a perda de emprego na agricultura: menos 74 000 postos de trabalho na agricultura em 2014. Este, sim, é o resultado da política deste Governo! Menos 74 000 postos de trabalho na agricultura, um terço do total de postos de trabalhos extintos nos últimos cinco anos. Este, sim, é o resultado das políticas deste Governo. Mas não só! Como sabemos, também 15 000 pequenos agricultores abandonaram a sua atividade graças à política deste Governo nos últimos três anos. Vimos reduzido em cerca de 25% o número de explorações até 1 ha e em cerca de 15% o número de explorações entre 1 e 5 ha. É esta a política deste Governo contra os pequenos agricultores e contra o emprego na agricultura. O Governo vem com o IVA forfetário, mas é bom que se diga que criou um regime optativo depois de ter criado um regime obrigatório de inscrição dos pequenos agricultores nas Finanças. Isto é, por um lado, criou um regime obrigando os agricultores a coletarem-se e, por outro lado, criou um regime optativo para os pequenos agricultores que foram obrigados a coletar-se. Mas esse regime tem uma pequena particularidade: este ano, todos os agricultores que estão inscritos no IVA normal vão ter de fazer, se quiserem aderir optativamente a este regime, uma passagem para o regime forfetário. O que vai acontecer é que, neste primeiro ano, a maior parte dos agricultores que quiserem aderir a este sistema vão ter de repor dinheiro ao Estado, vão ter de fazer uma regularização a favor do Estado. Mas é preciso dizer mais: a venda direta não tem acesso a este regime e, portanto, temos o Governo a criar uma grande expectativa relativamente a este regime e, certamente, o que vamos ter é, mais uma vez, um regime dececionante. Veja-se a outra medida emblemática deste Governo: o banco de terras. Falava-se da grande reforma agrária, da nova reforma agrária que este Governo ia fazer. Quinze meses depois, houve 42 cedências apenas. Sabe o que isso quer dizer, Sr. Deputado Abel Baptista? Apenas duas cedências de parcelas de terra por cada mês em que o banco de terras está em implementação. Anunciava-se um grande regime, uma grande expectativa, a da reforma agrária, mas o que temos é um regime dececionante.
210	P00001	P00586	209	Tem de concluir, Sr. Deputado.
211	P00586	P00585	207	Sr. Deputado Abel Baptista, ainda tem de responder a uma outra questão. O Governo veio a este Parlamento, há um ano, lançar foguetes a propósito do Ano Internacional da Agricultura Familiar. Sr. Deputado, diga-me uma medida que tenha saído do que foi um trabalho absolutamente vazio deste Governo nesta matéria. Isto é, deste Ano Internacional da Agricultura Familiar ficou absolutamente nada a favor dos agricultores.
212	P00001	P00002		Srs. Deputados, o Sr. Deputado Abel Baptista optou por responder em conjunto a todos os pedidos de esclarecimento. Tem, portanto, a palavra, o Sr. Deputado Pedro Alves, do PSD.
213	P00587	P00585	207	Sr.ª Presidente, Sr.as e Srs. Deputados, quero começar por cumprimentar o Sr. Deputado Abel Baptista pela sua declaração política e felicitá-lo por, uma vez mais, trazer a agricultura para o centro do debate político neste Parlamento. E fá-lo não através de um manifesto de intenções ou de recomendações assentes em diagnósticos e narrativas que já todos conhecemos, mas fá-lo, sobretudo, através de uma demonstração factual de que a agricultura é uma prioridade para este Governo. No campo da agricultura, as boas notícias multiplicam-se, seja através da grande agricultura, aquela que é competitiva, seja ao nível da pequena agricultura, aquela cuja competitividade está comprometida, mas que é, seguramente, viável no nosso território tão diverso. O exemplo da criação de um regime forfetário para os pequenos produtores agrícolas é uma das medidas que comprova que este Governo olha para todos os modelos de agricultura nacional. Contraria, assim, a tese da esquerda de que o Governo esquece a pequena agricultura. A criação de um regime onde todos os produtores com rendimentos anuais atç 10 000 € possam recuperar 6% do IVA das suas vendas e prestação de serviços é a prova da valorização da pequena agricultura. Através deste regime, publicado hoje em portaria, os pequenos agricultores terão uma fiscalidade mais amiga, menos burocrática. Esperam, pois, benefícios de tesouraria nas pequenas empresas agrícolas com consequências positivas nas economias regionais e, consequentemente, na economia nacional. Para além da implementação deste regime, houve inúmeras decisões políticas positivas para agriculturas menos competitivas, como a mais pequena, que predomina na generalidade do nosso território. Recordo, a título de exemplo, que no âmbito da PAC foi estabelecido um regime da pequena agricultura, onde todos os agricultores que pretendam aderir têm um rendimento õnico de 500 €. Optou-se, assim, por um modelo simplificado para os pequenos agricultores, evitando os procedimentos burocráticos associados aos pagamentos da PAC. Por outro lado, ficou estabelecido que todos os agricultores que recebam apoios da PAC inferiores a 1670 € não terão de se inscrever na segurança social e estão dispensados da entrega de declaração de IRS às Finanças. Em complemento à isenção de guias de transporte para os fatores de produção dos agricultores, o Governo simplificou e harmonizou as referidas guias, para que o agricultor só tenha de apresentar uma única via para vários fins: o agrícola e o fiscal. Sr. Deputado Abel Baptista, pergunto-lhe se considera, como nós, no PSD, consideramos, que é agora essencial que se consiga uma maior simplificação do preenchimento de faturas para os pequenos agricultores que vendem a sua produção nas feiras e nos mercados locais também como forma de dinamizar este modo de comercialização.
214	P00001	P00002		Ainda para pedir esclarecimentos, tem a palavra o Sr. Deputado João Ramos.
215	P00582	P00585	207	Sr.ª Presidente, Srs. Deputados, Sr. Deputado Abel Baptista, esta não é a primeira vez que o Sr. Deputado traz este tema a Plenário. Às tantas, começamos a pensar que o Sr. Deputado não tem mais nada para apresentar relativamente à agricultura senão a matéria do IVA forfetário, mas se o Sr. Deputado quiser dou-lhe alguns exemplos. Anteontem, o Grupo Parlamentar do PCP esteve no distrito de Aveiro — o distrito que até elege o líder do vosso partido — reunido com agricultores. Por exemplo, quanto aos produtores de leite, o Governo disse que se ia bater pelas quotas, mas depois aceitou o fim das quotas sem protestar. Os produtores vendem o leite a 30 ou a 32 cêntimos, quando o mínimo para as explorações terem viabilidade seria de 40 cêntimos. O valor tem vindo a baixar — baixou em agosto e baixou agora, novamente — e espera-se que baixe até agosto do próximo ano. A solução que o Governo apresenta para este problema é dizer que os produtores têm de transformar, como se todo o leite que é produzido em Portugal pudesse ser transformado em queijo ou em iogurte. Outros exemplos: estivemos também reunidos com produtores de batata. Segundo as estatísticas agrícolas, em 2013 o País importou 55% da batata que consumiu. Dizem que o preço mínimo para a viabilidade da exploração é de 15 cêntimos por quilo, mas em 2014 vendiam-na a 5 cêntimos. No mesmo período, nos supermercados, a batata estava à venda a 99 cêntimos por quilo. Aliás, até ouvimos o exemplo de um jovem agricultor — dos quais os senhores tanto falam — que nos disse que está a pensar em mudar a sua exploração para a Venezuela porque aqui, em Portugal, não se consegue aguentar a produzir batata. Quanto a este problema, a distribuição mantém 75% do comércio e a PARCA (Plataforma de Acompanhamento das Relações na Cadeia Agroalimentar), infelizmente, não deu em nada. Este é que é o sucesso? Este é que é o futuro? Gostávamos de saber, Sr. Deputado. Deixe-me ainda dizer-lhe, Sr. Deputado, que a marca deste Governo, do Ministério da Agricultura, do CDS, assim como do PS, é a de estar ao lado dos grandes e contra os pequenos. Temos exemplos muito claros disso. Um deles é o da Casa do Douro, em que se desprotegem os pequenos produtores para estar ao lado do comércio e da grande produção, nomeadamente através da associação de exportadores e através da CAP. Outro exemplo é o dos rendeiros da Herdade dos Machados, em que o Governo se põe ao lado do antigo proprietário, que já explora 4000 ha, contra 50 rendeiros que exploram, em média, 38 ha nas suas explorações. Como disse, ao pôr-se ao lado do antigo proprietário, o Governo primeiro recua e depois volta à carga. Estas são as marcas do Governo do CDS. Relativamente a esta matéria do IVA forfetário, é importante dizer que surgiu porque os senhores obrigaram os agricultores a inscreverem-se nas Finanças, e esta obrigatoriedade de inscrição excluiu do sistema e dos apoios mais de 15 000 agricultores. Também é importante esclarecer que, primeiro, diziam «temos de aplicar este regime de obrigatoriedade de inscrição nas finanças porque o tribunal europeu nos obriga». Hoje, da tribuna, o Sr. Deputado já disse que «isto é a nossa bandeira, nós estamos do lado dos pequenos e aplicamos o IVA forfetário». Sr. Deputado, era melhor esclarecer e clarificar se foram obrigados ou se é de vossa vontade.
216	P00001	P00582	215	Tem de concluir, Sr. Deputado.
217	P00582	P00001	216	Termino, Sr.ª Presidente, dizendo que, com este sistema, vão aumentar — e aumentaram — os custos dos agricultores com a contabilidade, não é dedutível a venda que os produtores fazem aos consumidores. Os consumidores diretos, os mercados, a venda direta são o grande mercado de compra dos produtos a estes produtores, que, infelizmente, não podem aceder ao IVA forfetário. Por isso, é tudo mais uma manobra de propaganda e, infelizmente, de pouco sucesso para os agricultores.
218	P00001	P00002		Para responder, tem a palavra o Sr. Deputado Abel Baptista.
219	P00585	P00002		Sr.ª Presidente, Srs. Deputados João Ramos, Pedro Alves e Miguel Freitas, agradeço as questões colocadas.
220	P00262	P00585	219	Bem lembrado!
221	P00585	P00002		Isto, sim, era estar contra os pequenos agricultores! Estar contra os pequenos agricultores era quando se dizia que a agricultura era por fileira e só para as fileiras competitivas. Isto, sim, era estar contra a pequena agricultura! Estar contra os pequenos agricultores é não lhes permitir terem acesso, através das suas associations de produtores, a muitos dos apoios que a agricultura comunitária lhes dispensa. Isto, sim, é estar contra o pequeno agricultor! Sr. Deputado Miguel Freitas, sei que não lhe agrada a questão da bolsa de terras, mas a bolsa de terras é uma medida que está em implementação, está a fazer o seu caminho e tem já aderentes. É uma medida nova, não existia, em que o Estado não tem de gastar milhões a fazer emparcelamento, por exemplo, para permitir que os agricultores tenham acesso à terra. O Sr. Deputado disse que houve pessoas que saíram da agricultura. Esqueceu-se, talvez, de dizer que muitos dos que saíram deram lugar a jovens agricultores para explorações que têm de ter outra dinâmica. Como sabe, um dos males da agricultura portuguesa é o excesso de idade dos agricultores, um dos mais elevados da Europa e onde há menor número de jovens agricultores com acesso às terras. E essa tem sido uma medida que tem estado em vigor. Sr. Deputado Pedro Alves, obviamente que a simplificação da faturação, que é uma das medidas que está a ser trabalhada e que tem vindo a ser implementada através dos mercados de proximidade, é mais uma medida de apoio à agricultura familiar. Ao contrário do que diz o Deputado Miguel Freitas, claro que há apoio, claro que há incentivo e claro que há um acompanhamento da agricultura familiar, porque ela também não é só esta pequena agricultura, quase toda a agricultura portuguesa é agricultura familiar. Em Portugal, 98% das explorações agrícolas são agriculturas de base familiar, em que trabalham na empresa o dono da mesma e a sua família. Agricultura familiar não é o mesmo que agricultura de subsistência, mas, sim, agricultura que pertence a uma família e em que a família é a entidade que trabalha na exploração.
222	P00001	P00002		Vamos prosseguir com as declarações políticas. Em nome do PCP, tem a palavra a Sr.ª Deputada Diana Ferreira para uma declaração política.
223	P00588	P00002		Sr.ª Presidente, Srs. Deputados: O PCP realizou, em Aveiro, as suas Jornadas Parlamentares, pela defesa da produção nacional, pela criação de emprego e pela valorização de salários e direitos. A realidade deste distrito não é diferente nem está desligada da realidade vivida no resto do País e revela com clareza as consequências da política de direita na vida das pessoas e do País. Uma realidade confirmada nestas Jornadas, nas quais comprovámos as grandes dificuldades sentidas pelos agricultores, pelos pescadores, pelos trabalhadores do calçado, da cortiça e da indústria automóvel, assim como as pequenas e médias empresas, com as evidentes consequências para a economia nacional. Uma realidade verificada na agricultura, que assume grande importância no distrito, apesar da não execução do projeto do Baixo Vouga Lagunar e da fuga do Governo ao cumprimento de resoluções da Assembleia da República, o que leva a que avance a salinização dos solos e se perca capacidade produtiva numa das áreas mais férteis do País. Nas produções hortícolas, acentua-se a redução de preços, como se pode verificar com a batata, que chegou a ser paga aos produtores portugueses a 5 cêntimos/kg, ao mesmo tempo que o Governo autorizou a importação de batata do Líbano, atirando os agricultores para situações de profundas dificuldades, à semelhança do que acontece com os produtores de leite, que verão a sua situação agravada com o fim das quotas leiteiras. É o Governo ao lado dos grandes proprietários, da grande indústria e da grande distribuição (que detém 75% do mercado agrícola em Portugal), contra a pequena produção e a agricultura familiar, cujo papel na produção de produtos de qualidade e na ocupação do território e povoamento das aldeias do nosso País é fundamental. Na pesca, uma atividade económica também de grande relevância no distrito, acentuam-se significativamente as dificuldades sentidas pelos pescadores, muito devido aos baixos preços praticados na primeira venda em lota, assim como à paragem imposta na pesca da sardinha. Também neste setor, além da imposição de medidas lesivas à atividade piscatória e aos direitos dos pescadores, o Governo foge às resoluções aprovadas na Assembleia da República, estando por cumprir aquelas que são respeitantes à arte xávega. Na indústria, com a destruição de milhares de postos de trabalho e encerramento de inúmeras empresas, deixando muitas vezes famílias inteiras sem emprego. Na educação, onde se comprovou a escassez de profissionais, foi possível constatar o descontentamento da população com o encerramento de escolas e de outros serviços públicos. Na saúde, a acentuada carência de profissionais, aliada ao encerramento cego de unidades de saúde, serviços e valências hospitalares, coloca em causa o direito à saúde. Nos transportes, com o exemplo da linha do Vouga, cujo futuro é incerto devido às opções de desinvestimento por parte do Governo e à intencional degradação da linha e do serviço, visando o seu encerramento, um transporte fundamental para a população que, sem alternativas, não tem como deslocar-se à cidade de Aveiro. Por tudo isto, o PCP irá propor um plano de emergência para o distrito de Aveiro com um conjunto de medidas concretas para responder aos problemas identificados.
224	P00327	P00588	223	Esse distrito é exportador de calçado de excelência!
225	P00588	P00002		Sr.a Presidente, Srs. Deputados: O distrito de Aveiro é exemplo das consequências dramáticas da política de direita, das responsabilidades que o Governo PSD/CDS não quer assumir e da fantasia da sua propaganda. A falácia da «saída limpa» propalada pelo Governo é desmentida pelo agravamento da situação económica e social, designadamente os elevados níveis de desemprego e a continuada degradação das condições de vida dos trabalhadores e das populações. Longe dos anúncios feitos de recuperação económica, o dia-a-dia da maioria dos portugueses é marcado pelo aumento da pobreza e da exploração, pela perda de poder de compra, pela crescente dificuldade de acesso a serviços públicos, com especial destaque na saúde, e pelo atropelo dos direitos laborais e sociais.
226	P00001	P00002		Sr.ª Deputada Diana Ferreira, inscreveram-se, para pedir esclarecimentos, três Srs. Deputados: um, do PS, outro, do PSD e, outro, do Bloco de Esquerda. A Sr.ª Deputada informa que responde em conjunto aos pedidos de esclarecimento. Tem a palavra o Sr. Deputado Marcos Perestrello.
227	P00589	P00588	225	Sr.ª Presidente, Sr.ª Deputada Diana Ferreira, V. Ex.ª traçou aqui um quadro bastante negro da situação económica e social do distrito de Aveiro. Diria que, infelizmente, esse quadro não se reduz ao distrito de Aveiro. É um quadro que está generalizado a muitas regiões do País e que resulta de uma estratégia de desenvolvimento assente num quadro, que foi opção do Governo, que se traduz na redução do rendimento disponível das pessoas, através não só da redução efetiva dos salários e das pensões, mas, também, do aumento da carga fiscal. Todos nos recordamos das palavras do ex-Ministro Vítor Gaspar, que nos prometeu a todos, e cumpriu, um brutal aumento da carga fiscal. Essas palavras, que eram dirigidas ao Presidente do CDS, o agora VicePrimeiro-Ministro Paulo Portas, foram-lhe dirigidas, mas quem com elas sofreu foram todos os portugueses. Sr.ª Deputada, esse quadro que aqui traduziu e que, do seu ponto de vista, justifica a apresentação de um plano de emergência para o distrito de Aveiro justificará, com certeza, um plano de emergência para o País. E esse plano de emergência terá de ter um primeiro ponto, sobre o qual temos hoje que nos debruçar: o da avaliação da ação política deste Governo. E, Srs. Deputados do CDS e Srs. Deputados do PSD — e a Sr.ª Deputada Diana Ferreira dirá se está ou não de acordo comigo — , podem ter a certeza de que essa avaliação que vai ser feita no Parlamento e que vai ser feita pelos portugueses nas próximas eleições não será uma avaliação positiva.
228	P00001	P00002		Para pedir esclarecimentos, tem a palavra o Sr. Deputado Paulo Cavaleiro.
229	P00307	P00588	225	Sr.ª Presidente, Sr.ª Deputada Diana Ferreira, começo por cumprimentála. Sr.ª Deputada, espero que o PCP tenha tido uma boa estadia no meu distrito, que é uma boa terra e de boa gente. Curiosamente, o PS colocou um Deputado de Lisboa a falar do distrito de Aveiro, mas o distrito de Aveiro é um dos distritos em que, como em todo o País, o desemprego tem vindo a baixar e onde os dados do desemprego registados relativamente a dezembro de 2014 apontam para uma descida acentuada de 15,5%. Portanto, é um dado positivo e é um facto que o desemprego baixou mesmo, em 18 dos 19 concelhos. Mas o PCP não falou disto, porque o PCP gosta de falar de coisas negativas, gosta de falar de coisas que correm mal. Em minha opinião, perdeu a oportunidade de falar aqui de coisas positivas, justamente num distrito que tem muitos aspetos positivos para se falar. Este distrito é líder mundial em vários setores. É muito forte em áreas como a da cortiça, a do têxtil, a da iluminação, a dos moldes, a da metalomecànica, a do calçado, a da agricultura, a da pesca, a da ceràmica» É muito forte. E tem trabalhadores e empresários fantásticos. Mas o PCP não falou disto. É um distrito onde a atividade portuária cresce, onde as exportações também crescem e onde existem boas instituições e uma excelente universidade. Mas o PCP também não falou disto.
230	P00590	P00307	229	Muito bem!
231	P00307	P00588	225	E onde existem também bons autarcas com uma visão estratégica. O PCP mostra que não conhece bem o distrito de Aveiro. Ficou, agora, mais informado, certamente. Mas o certo é que aquilo que defendem não tem conseguido seduzir os aveirenses, pois não têm tido os votos, nem os representantes nesse distrito.
232	P00590	P00307	231	Muito bem!
233	P00307	P00588	225	Percebemos bem a vossa estratégia e os vossos objetivos ao realizarem estas jornadas em Aveiro e ao falarem tanto de Aveiro agora. Mas penso que, agora, a poucos meses das eleições, já não vão a tempo de resolver o vosso problema de afirmação neste distrito. Sabemos que existem problemas e que, relativamente a alguns, até já chegámos a consenso aqui, no Parlamento. Nós sabemos bem quais são os problemas e conhecemo-los de perto porque estamos lá todos os dias, acompanhamos os assuntos todas as semanas, e não só de vez em quando.
234	P00352	P00307	233	Muito bem!
235	P00307	P00588	225	E lutamos por eles, não nos preocupamos apenas em falar deles, e procuramos aí resolvê-los. Não é só com foguetes, nem é só por se lembrarem deles, nem é com a vossa propaganda que os problemas se resolvem.
236	P00352	P00307	235	Muito bem!
237	P00307	P00588	225	Sabemos muito bem que, agora que o País começa a crescer acima da média da União Europeia, surgem as condições para resolvermos alguns desses problemas. O PCP, na minha opinião, perdeu aqui uma oportunidade, uma oportunidade para fazer política pela positiva. É que só nos trouxe os problemas, não nos trouxe as soluções. E os eleitores do meu distrito gostam muito mais das soluções do que de apenas ouvir alguém a elencar os problemas.
238	P00001	P00002		Para pedir esclarecimentos, tem a palavra o Sr. Deputado Pedro Filipe Soares.
239	P00330	P00588	225	Sr.ª Presidente, Sr.ª Deputada Diana Ferreira, começo por cumprimentar o PCP por ter escolhido o distrito de Aveiro para fazer as suas jornadas parlamentares. É verdade — ao contrário de outras opiniões menos baseadas na vida concreta de quem vive no distrito de Aveiro e nas dificuldades que este Governo colocou à vida dessas pessoas, com a degradação dos serviços públicos, com a degradação das expectativas das pessoas sobre aquilo que o seu País deveria dar-lhes e com a degradação de um tecido económico que deveria responder à criação de emprego — que quem diz o que disse agora o PSD não conhece bem o distrito.
240	P00352	P00330	239	Oh!
